Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area, Release/ Transfer Target , Coded Wire Tag Target , Fin Clip Target ,Clip Type, Thermal Mark Target , Parentage-based Tag Target , PIT Tag Target ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25,,Primary,"2,300,000",Transfer Out,Egg,Vanc Is West (Gold R) Sch,Vanc Is West (Gold R) Sch,,100,,,,,,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Alternate,"1,100,000",Release,Fed Fry,Canton Cr,Conuma River H,25,500000,,,N/A,"500,000",,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen,Conuma Est,Conuma River H,25,1500000,,,N/A,"1,500,000",,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Fed Fry,Conuma R,Conuma River H,25,500000,,,N/A,"500,000",,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Conuma R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Alternate, -   ,Release,Fed Fry,Sucwoa R,Conuma River H,25,500000,,,N/A,"500,000",,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Sucwoa R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Harvest ,Primary,"550,000",Release,Fed Fry,Sucwoa R,Conuma River H,25,500000,,,,,,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Chum,Fall,Tlupana R,CM-10,SOUTHWEST VANCOUVER ISLAND,25, Rebuilding ,Primary,"1,200,000",Release,Fed Fry,Tlupana R,Conuma River H,25,1000000,,,N/A,"1,000,000",,,,,"2023: Tlupana chum will continue to be treated as a unique stock (i.e., supplemental transfers not supported). In years of brood shortfalls, production deficits will NOT be made up using Conuma River chum brood.",Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25,,Primary,"195,000",Transfer Out,Egg,Vanc Is West (Gold R) Sch,Vanc Is West (Gold R) Sch,,900,,,,,,,,,,Preliminary
BC South Coast,OPS,Conuma R,WEM - Conuma River Hatchery,Coho,Fall,Conuma R,CO-17,WEST VANCOUVER ISLAND,25, Harvest ,Primary, -   ,Release,Seapen 1+,Conuma Est,Conuma River H,25,150000,,"150,000",AD,,"150,000",,,,,Preliminary
BC South Coast,PIP,Courtenay,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Trent R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary,"60,000",Release,Fed Fry,Bloedel Cr,Trent River H,14,30000,,"30,000",AD,,"30,000",,,,,Preliminary
BC South Coast,PIP,Courtenay,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Trent R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,Bloedel Lk,Trent River H,14,20000,,"20,000",AD,,"20,000",,,,,Preliminary
BC South Coast,PIP,Cowichan Lk SES,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18,,Primary,"55,000",Transfer Out,Egg,Cowichan Valley Sch,Cowichan Lake Schools,,3200,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Lk SES,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Stewardship ,Primary, -   ,Release,Fed Fry,Beadnell Cr,Lake Cowichan H,18,15000,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Lk SES,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Beaver Cr/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,18,,Primary,"30,000",Transfer Out,Egg,Cowichan Valley Sch,Cowichan Valley Schools,,1300,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Lk SES,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Beaver Cr/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,18, Stewardship ,Primary, -   ,Release,Fed Fry,Beaver Lk/GSVI,Lake Cowichan H,18,24300,,,,,,,,,,Preliminary
BC South Coast,CDP,Cowichan R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chinook,Fall,Cowichan R,CK-22,EAST VANCOUVER ISLAND-COWICHAN & KOKSILAH_FA_0.x,18, Assessment ,Primary,"635,000",Release,Smolt 0+,Cowichan R,Cowichan River H,18,605000,"605,000",,AD,"605,000","605,000","5,000",,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17,,Primary, -   ,Transfer In,Egg,Walker Cr/GSVI,Bush Cr H,,500,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Chemainus R,CM-4,GEORGIA STRAIT,17, Education ,Primary, -   ,Release,Fed Fry,Chemainus R,Cowichan Valley Schools,17,500,,,,,,,,,Released by Chemainus schools.,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18,,Primary, -   ,Transfer In,Egg,Cowichan Lk SES,Lake Cowichan H,,3200,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Averill Cr,Cowichan Valley Schools,18,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Cowichan R,Cowichan Valley Schools,18,1300,,,,,,,,,"In the event that Cowichan R chum is not available, Beaver Cr coho will be used as the alternate broodstock source.",Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Holmes Cr,Cowichan Valley Schools,18,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Koksilah R,Cowichan Valley Schools,18,400,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Oliver Cr,Cowichan Valley Schools,18,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Rotary Pk Ch,Cowichan Valley Schools,18,600,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Shawnigan Cr,Cowichan Valley Schools,19,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Somenos Cr,Cowichan Valley Schools,18,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Cowichan R,CM-4,GEORGIA STRAIT,18, Education ,Primary, -   ,Release,Fed Fry,Swordfern Cr,Cowichan Valley Schools,18,100,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Beaver Cr/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,18,,Alternate, -   ,Transfer In,Egg,Cowichan Lk SES,Lake Cowichan H,,1300,,,,,,,,,,Preliminary
BC South Coast,PIP,Cowichan Valley Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Beaver Cr/GSVI,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,18, Education ,Alternate, -   ,Release,Fed Fry,Cowichan R,Cowichan Valley Schools,18,1300,,,,,,,,,Alternate broodstock source in the event that Cowichan R chum is not available.,Preliminary
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Primary, -   ,Transfer In,Fry,L Qualicum R,Little Qualicum R H,, -   ,,,,,,,,,BY 2025 removed from production plan,Preliminary
BC South Coast,DPI,Englishman Enh,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chinook,Fall,L Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Rebuilding ,Primary, -   ,Release,Smolt 0+,Englishman R,Englishman River H,14, -   ,,,N/A,,"100,000",,,,,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,Puntledge River H,,100000,,,,,,,,,,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Fed Fry,Rosewall Cr,Fanny Bay H,14,45000,,,,,,,,, Alternate to Rosewall Creek chum for local stewardship. Either released to Rosewall Cr or Wilfred Cr.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Fed Fry,Wilfred Cr (Coal),Wilfred Cr H,14,45000,,,,,,,,,Alternate to Rosewall Creek chum for local stewardship. Either released to Wilfred or Rosewall.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Rosewall Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"200,000",Release,Fed Fry,Rosewall Cr,Fanny Bay H,14,90000,,,,,,,,,Rosewall Cr and Wilfred Cr egg targets are treated as an aggregate and will not exceed 250k eggs combined between the two systems.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Rosewall Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,Wilfred Cr (Coal),Wilfred Cr H,14,90000,,,,,,,,,Rosewall Cr and Wilfred Cr egg targets are treated as an aggregate and will not exceed 250k eggs combined between the two systems.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Wilfred Cr (Coal),CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"200,000",Release,Fed Fry,Rosewall Cr,Wilfred Cr H,14,90000,,,,,,,,,Rosewall Cr and Wilfred Cr egg targets are treated as an aggregate and will not exceed 200k eggs combined between the two systems.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Wilfred Cr (Coal),CM-4,GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,Wilfred Cr (Coal),Wilfred Cr H,14,90000,,,,,,,,,Rosewall Cr and Wilfred Cr egg targets are treated as an aggregate and will not exceed 250k eggs combined between the two systems.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"80,000",Transfer Out,Egg,Comox Valley Sch,Comox Valley Schools,,2000,,,,,,,,,,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,Qualicum Schools,,200,,,,,,,,,,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Alternate, -   ,Release,Unfed,Rosewall Cr,Fanny Bay H,14,15000,,,,,,,,,Up to 15k unfed fry may be release from LP females (females with an OD value greater or equal to 0.1 but less than 0.25). Eggs from females >0.25 should be culled. The harvest objective is used here as this line is associated with the primary 50k smolt release.,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Rosewall Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Rosewall Cr,Fanny Bay H,14,50000,,"50,000",AD,,"50,000",,,,,Preliminary
BC South Coast,DPI,Fanny Bay/GSVI,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Wilfred Cr (Coal),CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary,"12,000",Release,Fed Fry,Wilfred Cr (Coal),Wilfred Cr H,14,10000,,,,,,,,,,Preliminary
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,French Cr,CM-4,GEORGIA STRAIT,14, Stewardship ,Primary,"100,000",Release,Fed Fry,French Cr,Marion Baker H,14,90000,,,,,,,,,,Final
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,Puntledge River H,,100000,,,,,,,,,,Preliminary
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Stewardship ,Alternate, -   ,Release,Fed Fry,French Cr,Marion Baker H,14,90000,,,,,,,,,Transfer of eggs from Puntledge River Hatchery dependent on assessment of returning adults to French Creek.,Preliminary
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"45,000",Transfer Out,Egg,Qualicum Sch,Qualicum Schools,,1000,,,,,,,,,,Preliminary
BC South Coast,DPI,French Cr,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,French Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Fed Fry,French Cr,Marion Baker H,14,40000,,"40,000",AD,,"40,000",,,,"Fry release number is dependent on assessment of wild component.  BY 2025: release target increased by 10,000 and objective changed to harvest at request from the group",Preliminary
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Homathko R,CK-34,HOMATHKO_SU_x.x,, Assessment ,Primary, -   ,Release,Smolt 0+,Homathko R,Phillips River H,13, -   ,,,,,,,,,"2023: due to resource and assessment limitations, Southgate River Chinook are being piloted ahead of Homathko.",Preliminary
BC South Coast,DPI,Gillard Pass,CA - Campbell River,Chinook,Fall,Southgate R,,,11, Assessment ,Primary,"100,000",Release,Smolt 0+,Southgate R,Phillips River H,11,85000,"150,000",,AD,,"150,000",,,,"2023: The Southgate River Chinook program in Bute Inlet is a new assessment-based pilot. This program was added to the 2022 brood year production plan and is continuing as Stock Assessment assesses the viability of this new prospective indicator program.  2025: Target reduced to 85k to align with program capacity, no change to program delivery",Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary,"510,000",Transfer Out,Egg,Gulf Is Sch,Gulf Island Schools,,2200,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Pender Is Enh,Hope Bay Cr Inc,,40000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saanich Sch,Saanich Schools,,3000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saltspring Is,Cusheon Creek H,,5500,,,,,,,,,Goldstream transfers will only supported after local broodstock collection attempts have occurred.,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saturna Is,Lyall Creek Inc,,50000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Sooke Sch,Sooke Schools,,4600,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Victoria Sch,Victoria Schools,,13000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Eyed Egg,Bowker Cr,Goldstream River H,19,30000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Fed Fry,Goldstream R,Goldstream River H,19,270000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Eyed Egg,Mount Douglas Cr,Goldstream River H,19,50000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fry,Tseycum Cr,Tseycum Cr Inc,19,25000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Craigflower Cr,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary,"50,000",Release,Fed Fall,Craigflower Cr,Goldstream River H,19,45000,,"45,000",AD,,"45,000",,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary,"220,000",Transfer Out,Egg,Cowichan Valley Sch,Cowichan Valley Schools,,500,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Gulf Is Sch,Gulf Island Schools,,1800,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Saanich Sch,Saanich Schools,,4800,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Smolt,Saanich Seapens,Saanich Inlet Seapen,,25000,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Alternate,"5,500",Transfer Out,Egg,Saltspring Is,Cusheon Creek H,,5500,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Sooke Sch,Sooke Schools,,3500,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19,,Primary, -   ,Transfer Out,Egg,Victoria Sch,Victoria Schools,,4100,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Harvest ,Primary, -   ,Release,Smolt 1+,Goldstream R,Goldstream River H,19,100000,,"100,000",AD,,"100,000",,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Fed Fall,Millstream R,Goldstream River H,19,25000,,"25,000",AD,,"25,000",,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fry,Ten Ten Cr,Goldstream River H,19,1500,,,,,,,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fall,Tetayut Cr,Goldstream River H,19,5000,,"5,000",AD,,"5,000",,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Rebuilding ,Primary, -   ,Release,Smolt 1+,Tod Cr,Goldstream River H,19,10000,,"10,000",AD,,"10,000",,,,,Preliminary
BC South Coast,DPI,Goldstream R,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Coho,Fall,Goldstream R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,19, Stewardship ,Primary, -   ,Release,Fed Fall,Tseycum Cr,Goldstream River H,19,10000,,"10,000",AD,,"10,000",,,,,Preliminary
BC South Coast,PIP,Gulf Is Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19,,Alternate, -   ,Transfer In,Egg,Goldstream R,Goldstream River H,,2200,,,,,,,,,"In the event that Goldstream R chum is not available, Goldstream R coho will be used as the alternate broodstock source for releases to Duck, Fulford, Greig and Hastings creeks.",Preliminary
BC South Coast,PIP,Gulf Is Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Alternate, -   ,Release,Fed Fry,Duck Cr,Gulf Island Schools,18,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Gulf Is Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Alternate, -   ,Release,Fed Fry,Fulford Cr,Gulf Island Schools,18,200,,,,,,,,,,Preliminary
BC South Coast,PIP,Gulf Is Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Alternate, -   ,Release,Fed Fry,Ganges Cr,Gulf Island Schools,18,1200,,,,,,,,,,Preliminary
BC South Coast,PIP,Gulf Is Sch,"CA - Lower Van Is, Cowichan R & southern Gulf Islands",Chum,Fall,Goldstream R,CM-4,GEORGIA STRAIT,19, Education ,Alternate, -   ,Release,Fed Fry,Greig Cr/GSVI,Gulf Island Schools,18,200,,,,,,,,,,Preliminary
